Volatility 3 Framework 2.27.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
5848	powershell.exe	0x8c88b368ddc0	0xac4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5c775e0	0xac8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0647b00	0xad0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3f49060	0xad4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b758cfe0	0xad8	Event	0x1f0003	-
5848	powershell.exe	0xd086a7188630	0xae0	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
5848	powershell.exe	0xd086a91dd530	0xae4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\PROVIDERORDER
5848	powershell.exe	0x8c88b01a0ef0	0xae8	Semaphore	0x100003	-
5848	powershell.exe	0x8c88b49f0630	0xaec	Semaphore	0x100003	-
5848	powershell.exe	0x8c88b809b080	0xaf0	Thread	0x1fffff	Tid 10932 Pid 5848
5848	powershell.exe	0x8c88b5b85ee0	0xaf4	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b118c700	0xaf8	Thread	0x1fffff	Tid 5520 Pid 5848
5848	powershell.exe	0x8c88b74db1c0	0xafc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b13758f0	0xb00	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b5bf6070	0xb10	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b2f7c070	0xb14	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b0577550	0xb18	Semaphore	0x100003	-
5848	powershell.exe	0x8c88b23827f0	0xb1c	Semaphore	0x100003	-
5848	powershell.exe	0x8c88b2d0bf30	0xb20	Event	0x1f0003	-
5848	powershell.exe	0x8c88b66c4290	0xb24	Event	0x1f0003	-
5848	powershell.exe	0x8c88b29c9080	0xb28	Thread	0x1fffff	Tid 6712 Pid 5848
5848	powershell.exe	0x8c88b17e3070	0xb30	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88af3dadb0	0xb38	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6a5c080	0xb3c	Thread	0x1fffff	Tid 11180 Pid 5848
5848	powershell.exe	0x8c88b6006440	0xb40	Thread	0x1fffff	Tid 7712 Pid 5848
5848	powershell.exe	0x8c88b7cfa630	0xb44	Event	0x1f0003	-
5848	powershell.exe	0x8c88b04e2bb0	0xb48	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2911470	0xb4c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b41d7b60	0xb50	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6eee960	0xb54	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4477290	0xb58	Event	0x1f0003	-
5848	powershell.exe	0x8c88b765a430	0xb5c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1991580	0xb60	Process	0x1fffff	rundll32.exe Pid 8148
5848	powershell.exe	0x8c88b2d4d470	0xb68	Event	0x1f0003	-
5848	powershell.exe	0x8c88b559a070	0xb6c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b4a80700	0xb70	Thread	0x1fffff	Tid 4116 Pid 8148
5848	powershell.exe	0x8c88b1c14920	0xb78	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1c57ba0	0xb7c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b69b6080	0xb80	Thread	0x1fffff	Tid 5944 Pid 5848
5848	powershell.exe	0x8c88b1324080	0xb90	Thread	0x1fffff	Tid 5436 Pid 5848
5848	powershell.exe	0x8c88b392b250	0xb98	Event	0x1f0003	-
5848	powershell.exe	0x8c88b137ad90	0xb9c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b47efce0	0xba0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2057080	0xbac	Thread	0x1fffff	Tid 1092 Pid 5848
5848	powershell.exe	0x8c88b83d9d40	0xbb4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b48ab700	0xbbc	Thread	0x1fffff	Tid 8424 Pid 5848
5848	powershell.exe	0x8c88b6300870	0xbc0	Event	0x1f0003	-
5848	powershell.exe	0x8c88aecd4e80	0xbd0	File	0x12019f	\Device\Mup\172.16.7.15\pipe\fhsvc-b378
5848	powershell.exe	0x8c88b5c3e700	0xbd4	Thread	0x1fffff	Tid 1676 Pid 5848
5848	powershell.exe	0x8c88b5f463a0	0xbd8	Event	0x1f0003	-
5848	powershell.exe	0x8c88afdbb640	0xc40	Thread	0x1fffff	Tid 10896 Pid 5848
5848	powershell.exe	0x8c88b084c5e0	0xc44	Event	0x1f0003	-
5848	powershell.exe	0x8c88b81b3640	0xc4c	Thread	0x1fffff	Tid 2288 Pid 5848
5848	powershell.exe	0x8c88b3ad99d0	0xc50	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0659770	0xc60	Event	0x1f0003	-
5848	powershell.exe	0x8c88b195a700	0xc64	Thread	0x1fffff	Tid 8528 Pid 5848
5848	powershell.exe	0x8c88b4a8f740	0xc68	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4546b90	0xc6c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6836080	0xc70	Thread	0x1fffff	Tid 10172 Pid 5848
5848	powershell.exe	0x8c88b1ae4380	0xc74	Event	0x1f0003	-
5848	powershell.exe	0x8c88b195ce50	0xc78	Event	0x1f0003	-
5848	powershell.exe	0x8c88b7907260	0xc7c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b649c8b0	0xc80	Event	0x1f0003	-
5848	powershell.exe	0x8c88b89ae3b0	0xc84	Event	0x1f0003	-
5848	powershell.exe	0x8c88b67921f0	0xc8c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2a4a900	0xc94	Event	0x1f0003	-
5848	powershell.exe	0x8c88b741ba90	0xc98	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2c6d1f0	0xc9c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b16dfea0	0xca0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3d7b390	0xca4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b80f0910	0xca8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b11a8bb0	0xcac	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5eb7db0	0xcb0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5540810	0xcb4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4576060	0xcb8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b7ad8700	0xcbc	Thread	0x1fffff	Tid 7700 Pid 5848
5848	powershell.exe	0x8c88af4e2830	0xcc0	Event	0x1f0003	-
5848	powershell.exe	0x8c88afc56a90	0xcc4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b83da080	0xccc	Thread	0x1fffff	Tid 9324 Pid 5848
5848	powershell.exe	0x8c88b71ad6a0	0xcd8	Event	0x1f0003	-
5848	powershell.exe	0x8c88af0aa550	0xcdc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5c42700	0xce0	Thread	0x1fffff	Tid 9804 Pid 5848
5848	powershell.exe	0x8c88b6248340	0xce4	Event	0x1f0003	-
5848	powershell.exe	0x8c88af3f2cc0	0xce8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2106c20	0xcec	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6a51700	0xcf0	Thread	0x1fffff	Tid 6588 Pid 5848
5848	powershell.exe	0x8c88b4472a70	0xcf8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b74b7480	0xcfc	Thread	0x1fffff	Tid 8624 Pid 5848
5848	powershell.exe	0x8c88b6548700	0xd00	Thread	0x1fffff	Tid 10944 Pid 5848
5848	powershell.exe	0x8c88b1ad41d0	0xd04	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3e59fe0	0xd0c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b78a01c0	0xd10	Thread	0x1fffff	Tid 4212 Pid 5848
5848	powershell.exe	0x8c88b6bcd840	0xd14	Event	0x1f0003	-
5848	powershell.exe	0x8c88b16c1300	0xd18	Event	0x1f0003	-
5848	powershell.exe	0x8c88b209e9a0	0xd1c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b654ae40	0xd24	Event	0x1f0003	-
5848	powershell.exe	0x8c88b569dcc0	0xd28	Event	0x1f0003	-
5848	powershell.exe	0x8c88b56b6970	0xd2c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3e3b9a0	0xd30	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3fbe730	0xd34	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1a67140	0xd38	Event	0x1f0003	-
5848	powershell.exe	0x8c88b41bf850	0xd44	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6a71700	0xd48	Thread	0x1fffff	Tid 4840 Pid 5848
5848	powershell.exe	0x8c88b1a79360	0xd4c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b8702700	0xd50	Thread	0x1fffff	Tid 4524 Pid 5848
5848	powershell.exe	0x8c88b7ede140	0xd54	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1215cc0	0xd5c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b61e73b0	0xda4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b60b41f0	0xdbc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b135d8a0	0xde8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0f11dc0	0xe00	Event	0x1f0003	-
5848	powershell.exe	0x8c88b05ac500	0xe20	Thread	0x1fffff	Tid 11300 Pid 5848
5848	powershell.exe	0x8c88b7886d40	0xe24	Event	0x1f0003	-
5848	powershell.exe	0x8c88b076e610	0xe30	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6639080	0xe38	Thread	0x1fffff	Tid 1824 Pid 5848
5848	powershell.exe	0x8c88b5f1c310	0xe4c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b67c8080	0xe50	Thread	0x1fffff	Tid 7992 Pid 5848
5848	powershell.exe	0x8c88b646b340	0xe54	Thread	0x1fffff	Tid 11016 Pid 5848
5848	powershell.exe	0x8c88afb04490	0xe58	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3ed8dd0	0xe60	Event	0x1f0003	-
5848	powershell.exe	0x8c88b451d6e0	0xe64	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5c7d310	0xe6c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3b82140	0xe7c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b62307a0	0xe84	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6a40db0	0xe88	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6afb830	0xe8c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b31c9150	0xe90	Event	0x1f0003	-
5848	powershell.exe	0x8c88b233d8a0	0xf54	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6129380	0xf5c	Thread	0x1fffff	Tid 9384 Pid 5848
5848	powershell.exe	0x8c88b29345e0	0xf60	Event	0x1f0003	-
5848	powershell.exe	0x8c88b19055a0	0xf64	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2d7f700	0xf6c	Thread	0x1fffff	Tid 7220 Pid 5848
5848	powershell.exe	0x8c88b448e610	0xf70	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0bbaca0	0xf74	Event	0x1f0003	-
5848	powershell.exe	0x8c88b7bcd3e0	0xf78	Event	0x1f0003	-
5848	powershell.exe	0x8c88afded130	0xf7c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5690950	0xf80	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6eb2480	0xf84	Thread	0x1fffff	Tid 5680 Pid 5848
5848	powershell.exe	0x8c88b1663540	0xf88	Event	0x1f0003	-
5848	powershell.exe	0x8c88b7bb1080	0xf8c	Thread	0x1fffff	Tid 6552 Pid 5848
5848	powershell.exe	0x8c88b5ddd1f0	0xf90	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5eff580	0xf98	Thread	0x1fffff	Tid 10904 Pid 5848
5848	powershell.exe	0x8c88af598420	0xf9c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b29b37c0	0xfa0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6a83c50	0xfa8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b7e97290	0xfac	Event	0x1f0003	-
5848	powershell.exe	0x8c88b47c6290	0xfb0	Event	0x1f0003	-
