Volatility 3 Framework 2.27.0

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x23b9917c4e0	607	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	xbgm	Xbox Game Monitoring	N/A	%SystemRoot%\system32\xbgmsvc.exe	-
0x23b9917c960	606	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WwanSvc	WWAN AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\System32\wwansvc.dll
0x23b9917c1e0	605	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WUDFRd	Windows Driver Foundation - User-mode Driver Framework Reflector	N/A	\SystemRoot\System32\drivers\WUDFRd.sys	-
0x23b99174e40	604	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WudfPf	User Mode Driver Frameworks Platform Driver	N/A	system32\drivers\WudfPf.sys	-
0x23b99174c60	603	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	wuauserv	Windows Update	N/A	%systemroot%\system32\svchost.exe -k netsvcs	%systemroot%\system32\wuaueng.dll
0x23b995b56c0	618	5576	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	PimIndexMaintenanceSvc_cc5d9	Contact Data_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b995b51e0	614	5576	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	CDPUserSvc_cc5d9	Connected Devices Platform User Service_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b995b51f0	613	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	xinputhid	XINPUT HID Filter Driver	N/A	\SystemRoot\System32\drivers\xinputhid.sys	-
0x23b99180510	612	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	XboxNetApiSvc	Xbox Live Networking Service	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\XboxNetApiSvc.dll
0x23b9917dfe0	611	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	XboxGipSvc	Xbox Accessory Management Service	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\XboxGipSvc.dll
0x23b9917c660	610	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	xboxgip	Xbox Game Input Protocol Driver	N/A	\SystemRoot\System32\drivers\xboxgip.sys	-
0x23b99180c90	609	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	XblGameSave	Xbox Live Game Save	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\XblGameSave.dll
0x23b9917d6e0	608	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	XblAuthManager	Xbox Live Auth Manager	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\XblAuthManager.dll
0x23b9917c4e0	607	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	xbgm	Xbox Game Monitoring	N/A	%SystemRoot%\system32\xbgmsvc.exe	-
0x23b9917c960	606	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WwanSvc	WWAN AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\System32\wwansvc.dll
0x23b9917c1e0	605	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WUDFRd	Windows Driver Foundation - User-mode Driver Framework Reflector	N/A	\SystemRoot\System32\drivers\WUDFRd.sys	-
0x23b99174e40	604	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WudfPf	User Mode Driver Frameworks Platform Driver	N/A	system32\drivers\WudfPf.sys	-
0x23b99174c60	603	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	wuauserv	Windows Update	N/A	%systemroot%\system32\svchost.exe -k netsvcs	%systemroot%\system32\wuaueng.dll
0x23b99134940	82	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	CscService	Offline Files	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\cscsvc.dll
0x23b99134950	81	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CSC	Offline Files Driver	\Driver\CSC	system32\drivers\csc.sys	-
0x23b99697560	622	5576	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	WpnUserService_cc5d9	Windows Push Notifications User Service_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b99697570	621	5576	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	UserDataSvc_cc5d9	User Data Access_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b995b5bb0	620	5576	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	UnistoreSvc_cc5d9	User Data Storage_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup	-
0x23b995b5a10	619	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	PrintWorkflowUserSvc_cc5d9	PrintWorkflow_cc5d9	N/A	C:\WINDOWS\system32\svchost.exe -k PrintWorkflow	-
0x23b99167340	457	556	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TokenBroker	Web Account Manager	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\TokenBroker.dll
0x23b995b5ba0	621	5576	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	UserDataSvc_cc5d9	User Data Access_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b9914a9c0	224	1892	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	McShield	McAfee McShield	"C:\Program Files\Common Files\McAfee\SystemCore\mcshield.exe"	"C:\Program Files\Common Files\McAfee\SystemCore\mcshield.exe"	-
0x23b995b5380	617	5576	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	OneSyncSvc_cc5d9	Sync Host_cc5d9	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b995b5390	616	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MessagingService_cc5d9	MessagingService_cc5d9	N/A	C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup	-
0x23b995b5050	615	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	DevicesFlowUserSvc_cc5d9	DevicesFlow_cc5d9	N/A	C:\WINDOWS\system32\svchost.exe -k DevicesFlow	-
0x23b991620c0	427	9088	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SSDPSRV	SSDP Discovery	C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\System32\ssdpsrv.dll
0x23b991620d0	426	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srvnet	srvnet	\FileSystem\srvnet	System32\DRIVERS\srvnet.sys	-
0x23b9915d150	425	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srv2	Server SMB 2.xxx Driver	\FileSystem\srv2	System32\DRIVERS\srv2.sys	-
0x23b9915ed70	424	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srv	Server SMB 1.xxx Driver	\FileSystem\srv	System32\DRIVERS\srv.sys	-
0x23b9915eb90	423	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	sppsvc	Software Protection	N/A	%SystemRoot%\system32\sppsvc.exe	-
0x23b9916d650	502	772	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	VaultSvc	Credential Manager	C:\WINDOWS\system32\lsass.exe	%SystemRoot%\system32\lsass.exe	C:\Windows\System32\vaultsvc.dll
0x23b9916d660	501	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	UsoSvc	Update Orchestrator Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs	%systemroot%\system32\usocore.dll
0x23b9917e750	601	848	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	wscsvc	Security Center	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\wscsvc.dll
0x23b9917e760	600	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ws2ifsl	Winsock IFS Driver	N/A	\SystemRoot\system32\drivers\ws2ifsl.sys	-
0x23b99174a80	599	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WpnUserService	Windows Push Notifications User Service	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\WpnUserService.dll
0x23b99154cc0	312	692	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	nsi	Network Store Interface Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%systemroot%\system32\svchost.exe -k LocalService -p	%systemroot%\system32\nsisvc.dll
0x23b99154cd0	311	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	npsvctrig	Named pipe service trigger provider	\Driver\npsvctrig	\SystemRoot\System32\drivers\npsvctrig.sys	-
0x23b991568c0	310	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Npfs	Npfs	\FileSystem\Npfs	-	-
0x23b991559c0	309	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	npf	NetGroup Packet Filter Driver	\Driver\npf	system32\drivers\npf.sys	-
0x23b9917c1d0	606	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WwanSvc	WWAN AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\System32\wwansvc.dll
0x23b9917c1e0	605	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WUDFRd	Windows Driver Foundation - User-mode Driver Framework Reflector	N/A	\SystemRoot\System32\drivers\WUDFRd.sys	-
0x23b99174e40	604	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WudfPf	User Mode Driver Frameworks Platform Driver	N/A	system32\drivers\WudfPf.sys	-
0x23b99174c60	603	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	wuauserv	Windows Update	N/A	%systemroot%\system32\svchost.exe -k netsvcs	%systemroot%\system32\wuaueng.dll
0x23b991677c0	456	848	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TimeBrokerSvc	Time Broker	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\TimeBrokerServer.dll
0x23b991677d0	455	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	tiledatamodelsvc	Tile Data model server	N/A	%systemroot%\system32\svchost.exe -k appmodel -p	-
0x23b991689d0	454	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	TieringEngineService	Storage Tiers Management	N/A	%SystemRoot%\system32\TieringEngineService.exe	-
0x23b99149c40	284	1064	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	NcbService	Network Connection Broker	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\ncbservice.dll
0x23b99149c50	283	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	NcaSvc	Network Connectivity Assistant	N/A	%SystemRoot%\System32\svchost.exe -k NetSvcs -p	%SystemRoot%\System32\ncasvc.dll
0x23b99149ad0	282	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	NaturalAuthentication	Natural Authentication	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\NaturalAuth.dll
0x23b991497d0	281	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	NativeWifiP	NativeWiFi Filter	N/A	system32\DRIVERS\nwifi.sys	-
0x23b9914ed70	280	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mvumis	mvumis	N/A	System32\drivers\mvumis.sys	-
0x23b9914d510	279	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Mup	Mup	\FileSystem\Mup	System32\Drivers\mup.sys	-
0x23b9914e050	278	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MTConfig	Microsoft Input Configuration Driver	N/A	\SystemRoot\System32\drivers\MTConfig.sys	-
0x23b9914eaa0	277	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSTEE	Microsoft Streaming Tee/Sink-to-Sink Converter	N/A	\SystemRoot\System32\drivers\MSTEE.sys	-
0x23b9914e410	276	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mssmbios	Microsoft System Management BIOS Driver	\Driver\mssmbios	\SystemRoot\System32\drivers\mssmbios.sys	-
0x23b9914dba0	275	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MsSecFlt	Microsoft Security Events Component Minifilter	\Driver\MsSecFlt	system32\drivers\mssecflt.sys	-
0x23b9914ec80	274	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MsRPC	MsRPC	N/A	-	-
0x23b9914e6e0	273	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSPQM	Microsoft Streaming Quality Manager Proxy	N/A	\SystemRoot\System32\drivers\MSPQM.sys	-
0x23b9914df60	272	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSPCLOCK	Microsoft Streaming Clock Proxy	N/A	\SystemRoot\System32\drivers\MSPCLOCK.sys	-
0x23b9914dab0	271	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MsLldp	Microsoft Link-Layer Discovery Protocol	\Driver\MsLldp	system32\drivers\mslldp.sys	-
0x23b9914e500	270	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MSKSSRV	Microsoft Streaming Service Proxy	N/A	\SystemRoot\System32\drivers\MSKSSRV.sys	-
0x23b9914d060	269	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	msiserver	Windows Installer	N/A	%systemroot%\system32\msiexec.exe /V	-
0x23b9914acd0	268	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MSiSCSI	Microsoft iSCSI Initiator Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\iscsiexe.dll
0x23b99149950	267	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	msisadrv	msisadrv	\Driver\msisadrv	System32\drivers\msisadrv.sys	-
0x23b9914e140	266	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mshidumdf	Pass-through HID to UMDF Driver	N/A	\SystemRoot\System32\drivers\mshidumdf.sys	-
0x23b9914e230	265	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mshidkmdf	mshidkmdf	N/A	\SystemRoot\System32\drivers\mshidkmdf.sys	-
0x23b9914e320	264	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	msgpiowin32	Common Driver for Buttons, DockMode and Laptop/Slate Indicator	N/A	\SystemRoot\System32\drivers\msgpiowin32.sys	-
0x23b9914d9c0	263	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Msfs	Msfs	\FileSystem\Msfs	-	-
0x23b99149340	244	1388	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	mfevtp	McAfee Validation Trust Protection Service	"C:\WINDOWS\system32\mfevtps.exe"	"C:\WINDOWS\system32\mfevtps.exe"	-
0x23b99149350	243	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mferkdet	McAfee Inc. mferkdet	N/A	system32\drivers\mferkdet.sys	-
0x23b99148320	242	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mfeplk	McAfee Inc. mfeplk	\Driver\mfeplk	system32\drivers\mfeplk.sys	-
0x23b99148230	241	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mfenlfk	McAfee NDIS Light Filter	\Driver\mfenlfk	\SystemRoot\system32\DRIVERS\mfenlfk.sys	-
0x23b991674c0	446	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	TapiSrv	Telephony	N/A	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\tapisrv.dll
0x23b991356c0	84	868	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	DcomLaunch	DCOM Server Process Launcher	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\rpcss.dll
0x23b991356d0	83	N/A	SERVICE_SYSTEM_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	dam	Desktop Activity Moderator Driver	N/A	system32\drivers\dam.sys	-
0x23b9912f150	82	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	CscService	Offline Files	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\cscsvc.dll
0x23b99134950	81	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CSC	Offline Files Driver	\Driver\CSC	system32\drivers\csc.sys	-
0x23b9915b240	362	1696	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	RasMan	Remote Access Connection Manager	C:\WINDOWS\system32\svchost.exe -k netsvcs	%SystemRoot%\System32\svchost.exe -k netsvcs	%SystemRoot%\System32\rasmans.dll
0x23b9915b250	361	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Rasl2tp	WAN Miniport (L2TP)	\Driver\Rasl2tp	\SystemRoot\System32\drivers\rasl2tp.sys	-
0x23b991556f0	360	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	RasAuto	Remote Access Auto Connection Manager	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\rasauto.dll
0x23b9915aad0	359	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	RasAgileVpn	WAN Miniport (IKEv2)	\Driver\RasAgileVpn	\SystemRoot\System32\drivers\AgileVpn.sys	-
0x23b99155330	358	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	RasAcd	Remote Access Auto Connection Driver	N/A	System32\DRIVERS\rasacd.sys	-
0x23b99155150	357	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Ramdisk	Windows RAM Disk Driver	N/A	system32\DRIVERS\ramdisk.sys	-
0x23b99155060	356	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	QWAVEdrv	QWAVE driver	N/A	\SystemRoot\system32\drivers\qwavedrv.sys	-
0x23b99156d70	355	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	QWAVE	Quality Windows Audio Video Experience	N/A	%windir%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%windir%\system32\qwave.dll
0x23b9915b3d0	354	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	pvscsi	pvscsi Storage Controller Driver	N/A	System32\drivers\pvscsi.sys	-
0x23b99156b90	353	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	PushToInstall	Windows PushToInstall Service	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\PushToInstall.dll
0x23b9915a7d0	352	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Psched	QoS Packet Scheduler	\Driver\Psched	System32\drivers\pacer.sys	-
0x23b99110510	9	2152	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	AdobeARMservice	Adobe Acrobat Update Service	"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe"	"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe"	-
0x23b99110520	8	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	acpitime	ACPI Wake Alarm Driver	N/A	\SystemRoot\System32\drivers\acpitime.sys	-
0x23b99110360	7	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	AcpiPmi	ACPI Power Meter Driver	N/A	\SystemRoot\System32\drivers\acpipmi.sys	-
0x23b991101a0	6	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	acpipagr	ACPI Processor Aggregator Driver	N/A	\SystemRoot\System32\drivers\acpipagr.sys	-
0x23b9910ffe0	5	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	acpiex	Microsoft ACPIEx Driver	\Driver\acpiex	System32\Drivers\acpiex.sys	-
0x23b9910fe20	4	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	AcpiDev	ACPI Devices driver	N/A	\SystemRoot\System32\drivers\AcpiDev.sys	-
0x23b9910fc60	3	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	ACPI	Microsoft ACPI Driver	\Driver\ACPI	System32\drivers\ACPI.sys	-
0x23b9910e310	2	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	3ware	3ware	N/A	System32\drivers\3ware.sys	-
0x23b9910e210	1	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	1394ohci	1394 OHCI Compliant Host Controller	N/A	\SystemRoot\System32\drivers\1394ohci.sys	-
0x23b9913f0c0	153	2176	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	HipMgmt	McAfee Host Intrusion Prevention lpc Service	"C:\Program Files (x86)\McAfee\Host Intrusion Prevention\HipMgmt.exe"	"C:\Program Files (x86)\McAfee\Host Intrusion Prevention\HipMgmt.exe"	-
0x23b9913f0d0	152	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidUsb	Microsoft HID Class Driver	N/A	\SystemRoot\System32\drivers\hidusb.sys	-
0x23b9913bc90	151	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	hidserv	Human Interface Device Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\hidserv.dll
0x23b99139e50	150	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidIr	Microsoft Infrared HID Driver	N/A	\SystemRoot\System32\drivers\hidir.sys	-
0x23b9913b600	149	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hidinterrupt	Common Driver for HID Buttons implemented with interrupts	N/A	\SystemRoot\System32\drivers\hidinterrupt.sys	-
0x23b9913bba0	148	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hidi2c	Microsoft I2C HID Miniport Driver	N/A	\SystemRoot\System32\drivers\hidi2c.sys	-
0x23b9913c320	147	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidBth	Microsoft Bluetooth HID Miniport	N/A	\SystemRoot\System32\drivers\hidbth.sys	-
0x23b9913bab0	146	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidBatt	HID UPS Battery Driver	N/A	\SystemRoot\System32\drivers\HidBatt.sys	-
0x23b9913caa0	145	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HDAudBus	Microsoft UAA Bus Driver for High Definition Audio	N/A	\SystemRoot\System32\drivers\HDAudBus.sys	-
0x23b9913b150	144	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	gupdatem	Google Update Service (gupdatem)	N/A	"C:\Program Files (x86)\Google\Update\GoogleUpdate.exe" /medsvc	-
0x23b99139cd0	143	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	gupdate	Google Update Service (gupdate)	N/A	"C:\Program Files (x86)\Google\Update\GoogleUpdate.exe" /svc	-
