Volatility 3 Framework 2.27.0

Offset	Name
0x8c88b4870590	\Windows\Microsoft.NET\Framework64\v4.0.30319\PerfCounter.dll
0x8c88b4870d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4870ef0	\Program Files\Common Files\microsoft shared\ClickToRun\C2R32.dll
0x8c88b4872240	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4873080	\Windows\System32\msvcr120_clr0400.dll
0x8c88b4873270	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4873720	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4873aa0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48742c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4875590	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4876080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4877d60	\Windows\System32\mscoree.dll
0x8c88b4877ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b487ad60	\Windows\System32\en-US\combase.dll.mui
0x8c88b487aef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b487ead0	\Windows\System32\en-US\vaultsvc.dll.mui
0x8c88b487f450	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4880460	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4880620	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48823f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4885080	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x8c88b4885ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48876b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4887ef0	\Windows\System32\profapi.dll
0x8c88b4888320	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b488c4e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b488ecc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b488f340	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b488f980	\Windows\System32\perfos.dll
0x8c88b48918e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48924c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4894ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48954f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48958a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4895a30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4895ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4897080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4897330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48976f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4897d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4898420	\Windows\System32\bitsperf.dll
0x8c88b4898860	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48989f0	\Windows\SysWOW64\en-US\netmsg.dll.mui
0x8c88b4899290	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b489a160	\Windows\Prefetch\SETUP.EXE-17F36A69.pf
0x8c88b489aac0	\Windows\System32\prflbmsg.dll
0x8c88b489da20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b489dcd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b489e080	\Windows\System32\en-US\prflbmsg.dll.mui
0x8c88b48a0080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a1080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a3330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a5400	\Windows\System32\OpcServices.dll
0x8c88b48a5d30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a72e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a8b10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a8ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48a99a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48ab080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48ac890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48b1480	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48b5890	\Windows\System32\MicrosoftAccountTokenProvider.dll
0x8c88b48b7c80	\Windows\System32\browcli.dll
0x8c88b48b98f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48b9ca0	\$Directory
0x8c88b48ba330	\Windows\assembly\NativeImages_v4.0.30319_32\mscorlib\06b781a8e94c9eafd764737490baf614\mscorlib.ni.dll
0x8c88b48baad0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48bbd60	\Windows\System32\localspl.dll
0x8c88b48bbef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48bca50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48be080	\Program Files (x86)\Microsoft Office\root\Office16\PROOF\MSSP7ES.LEX
0x8c88b48beef0	\Windows\System32\spoolss.dll
0x8c88b48c2160	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48c4080	\kw_pipe_server_tdungan
0x8c88b48c46b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48c4b60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48c8080	\Windows\System32\PrintIsolationProxy.dll
0x8c88b48c9ef0	\CMApi
0x8c88b48cb7b0	\Dev\Query
0x8c88b48cb940	\Windows\System32\IPPMon.dll
0x8c88b48cbad0	\Windows\System32\wscapi.dll
0x8c88b48ce080	\$Directory
0x8c88b48d0a60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48d2d60	\Windows\System32\en-US\localspl.dll.mui
0x8c88b48d2ef0	\Windows\System32\wshirda.dll
0x8c88b48d8ef0	\Dev\Query
0x8c88b48dbac0	\Windows\System32\wsnmp32.dll
0x8c88b48dc080	\Users\tdungan\AppData\Local\Microsoft\Outlook\RoamCache\Stream_Autocomplete_0_1A377692671AD84A9FBE925DB982F56C.dat
0x8c88b48dc560	\CMNotify
0x8c88b48ded60	\Windows\System32\en-US\wscsvc.dll.mui
0x8c88b48deef0	\$MapAttributeValue
0x8c88b48e36f0	\$Directory
0x8c88b48e6820	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48ed9b0	\Windows\System32\AppMon.dll
0x8c88b48efb50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f0e10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f11c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f2080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f2e40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f36d0	\Windows\System32\WSDApi.dll
0x8c88b48f3910	\Windows\System32\FXSMON.dll
0x8c88b48f4500	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f6640	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f6ef0	\Windows\System32\drivers\rdbss.sys
0x8c88b48f8080	\Windows\System32\usbmon.dll
0x8c88b48f8290	\CMNotify
0x8c88b48f84a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48f9960	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48faac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48fb2d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b48fb4e0	\Windows\System32\drvstore.dll
0x8c88b48fe6b0	\$Directory
0x8c88b4901730	\Windows\System32\snmpapi.dll
0x8c88b4904bd0	\Windows\System32\en-US\KernelBase.dll.mui
0x8c88b4905080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4905d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4905ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49081a0	\Windows\Registration\R00000000000d.clb
0x8c88b490aae0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b490de30	\Windows\System32\spool\prtprocs\x64\winprint.dll
0x8c88b490ec10	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoR_Subscription-ul-oob.xrm-ms
0x8c88b490f730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b490fa30	\Windows\System32\inetpp.dll
0x8c88b4910ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4911cc0	\Program Files (x86)\Microsoft Office\root\Licenses16\PowerPointR_OEM_Perp-pl.xrm-ms
0x8c88b4915ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4916990	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4916e10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4917120	\Dev\Query
0x8c88b4917520	\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.26706.0_x64__8wekyb3d8bbwe\msvcp140_app.dll
0x8c88b4917ef0	\Windows\System32\win32spl.dll
0x8c88b4918d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4918ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491a830	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491b610	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491c080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491c4b0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x8c88b491c710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491d560	\$Directory
0x8c88b491def0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491e900	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491f200	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491f760	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b491fbf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4921480	\Sessions\1\AppContainerNamedObjects\S-1-15-2-2246530975-808720366-1776470054-230329187-4153223113-3550430174-4193313734
0x8c88b49216f0	\$ConvertToNonresident
0x8c88b49219a0	\ProgramData\Microsoft\Windows\AppRepository\Microsoft.MicrosoftStickyNotes_2.1.18.0_neutral_~_8wekyb3d8bbwe.xml
0x8c88b49227f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4922b10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4924080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4924210	\$Directory
0x8c88b4924760	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4924cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4925810	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4926410	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4926ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4927bd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4927e20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4928860	\Users\Public\AccountPictures\S-1-5-21-3445421715-2530590580-3149308974-1116\{00CE053E-CA05-4761-8378-DD1318A7D640}-Image192.jpg
0x8c88b4928ef0	\Windows\System32\SystemSettings.DataModel.dll
0x8c88b4929720	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b492c180	\SwDevice
0x8c88b492cbc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b492d170	\Windows\System32\loadperf.dll
0x8c88b492d450	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b492dbd0	\Windows\System32\en-US\propsys.dll.mui
0x8c88b492f4c0	\Users\tdungan\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\DiagtrackClientBackgroundTaskOnTimer\BackgroundTask.2018-09-06T06.30.44.38199c09-ed92-4925-8a70-973b9e704179\FeedbackHubLog.2018-09-06T06.30.44.txt.~tmp
0x8c88b4930080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4930ae0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.547_none_15cdd76c936033f5
0x8c88b4930ca0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4933a50	\Windows\System32\drivers\mrxsmb10.sys
0x8c88b4934440	\Windows\Prefetch\NGENTASK.EXE-4F8BD802.pf
0x8c88b49349f0	\Windows\SysWOW64\mf.dll
0x8c88b4935ef0	\SwDevice
0x8c88b49364e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4938690	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4938900	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b493bac0	\CMApi
0x8c88b493e5f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b494fc30	\kw_pipe_server_tdungan
0x8c88b49506e0	\fhsvc-b378
0x8c88b4952ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49537b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4953b50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4954180	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49546f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4956a50	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.547_none_15cdd76c936033f5
0x8c88b49587d0	\$Directory
0x8c88b49589f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4958ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b495aef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b495b940	\kw_pipe_server_tdungan
0x8c88b495ccd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b495d460	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b495f2f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4960600	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4960a50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4961ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4962ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4964280	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4964740	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4964cc0	\kw_pipe_server_tdungan
0x8c88b4965080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49652b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4966080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4968ad0	\kw_pipe_server_tdungan
0x8c88b4969ef0	\$Directory
0x8c88b496a080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b496ccd0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\GRPHFLT\PICTIM32.FLT
0x8c88b496fbf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4971850	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4973930	\Program Files (x86)\Microsoft Office\root\Licenses16\ProPlusR_Trial2-pl.xrm-ms
0x8c88b4973ba0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4974dd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49764b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4976ac0	\kw_pipe_server_tdungan
0x8c88b4977080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49773d0	\Users\tdungan\OneDrive - Stark Research Labs\Research\Carbon\PPT\2-what_workers_need_to_know.pptx
0x8c88b4977760	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4978080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b497a730	\Windows\Prefetch\IEXPLORE.EXE-4B6C9215.pf
0x8c88b497b850	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b497d080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b497e080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b497e3b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4980bf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4980d80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4981b30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4982310	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4982830	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4982ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4984a80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4984c10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4986400	\Windows\System32\en-US\wer.dll.mui
0x8c88b4987500	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4988160	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4989080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49898d0	\kw_pipe_server_tdungan
0x8c88b498a5c0	\Windows\System32\tquery.dll
0x8c88b498c170	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b498c8f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b498cef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b498d5b0	\Windows\System32\spool\drivers\x64\PCC
0x8c88b498eca0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\DataModel\msolap_xl.dll
0x8c88b498eef0	\$Directory
0x8c88b4990080	\$Directory
0x8c88b4993080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4993ae0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4995080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4995b30	\Windows\System32\drivers\monitor.sys
0x8c88b4997080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49975a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49988e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4999d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4999ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b499a650	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b499c5f0	\$Directory
0x8c88b499c780	\Windows\System32\spool\drivers\x64\PCC
0x8c88b499dbd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b499dd60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b499e670	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a0660	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a0bd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a1c10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a29f0	\$Directory
0x8c88b49a2ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a35e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a3ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a4080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a65d0	\kw_pipe_server_tdungan
0x8c88b49a7560	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a7590	痨뒚貈￿痨뒚貈￿
0x8c88b49a87b0	\$Secure:$SII:$INDEX_ALLOCATION
0x8c88b49a8b00	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49a8cb0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.547_none_5d7b0e43a7dc5cfb
0x8c88b49a9450	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49b0080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49b0d80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49b2220	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49b42d0	\$Extend\$RmMetadata\$Repair:$Corrupt:$DATA
0x8c88b49b45a0	\kw_pipe_server_tdungan
0x8c88b49b7b00	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49b8570	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ba280	\Users\tdungan\AppData\Local\Microsoft\Windows\Explorer\ThumbCacheToDele
0x8c88b49bb7e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49bd380	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49bd510	\Windows\System32\spool\drivers\W32X86\PCC
0x8c88b49bd6a0	\Windows\System32\spool\drivers\W32X86\PCC
0x8c88b49bd830	\$MapAttributeValue
0x8c88b49bdb40	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe
0x8c88b49bf210	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx
0x8c88b49c0080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49c0d60	\Users\tdungan\AppData\Roaming\Dashlane\6.2.0.12026\bin\Qt\Qt5WebChannel.dll
0x8c88b49c0ef0	\$Directory
0x8c88b49c5ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49c6c80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49c9060	\Windows\System32\LogFiles\WMI\LwtNetLog.etl
0x8c88b49ca2f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49caa30	\$Directory
0x8c88b49cc2e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49cc630	\kw_pipe_server_tdungan
0x8c88b49cd080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49cd6d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ced20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49cf170	\$Directory
0x8c88b49cf650	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d1080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d1600	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d1870	\Endpoint
0x8c88b49d1a20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d2560	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d2e20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d3080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d3260	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d38b0	\Windows\System32\spool\drivers\x64\PCC
0x8c88b49d6940	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d6ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d7a80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49d9140	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49db080	\Windows\System32\en-US\dnsapi.dll.mui
0x8c88b49db6d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49dd620	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49dfe20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e1270	\$Directory
0x8c88b49e2d60	\Windows\System32\spool\drivers\x64\PCC
0x8c88b49e2ef0	\Windows\System32\spool\drivers\x64\PCC
0x8c88b49e3730	\Windows\System32\cryptbase.dll
0x8c88b49e38c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e5840	\Program Files\Common Files\microsoft shared\ClickToRun
0x8c88b49e5d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e5ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e7080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e7a80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e8730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49e9ef0	\Users\tdungan\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0x8c88b49ea4f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ea730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ec080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ec4f0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Core\9f6502d88f87e8ed4e581d77d8e19d9a\System.Core.ni.dll
0x8c88b49ec790	\Program Files (x86)\Microsoft Office\root\Office16\WWLIB.DLL
0x8c88b49ec920	\Windows\Microsoft.NET\Framework\v4.0.30319\diasymreader.dll
0x8c88b49eccc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ef290	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ef650	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f0de0	\$Directory
0x8c88b49f28a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f3710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f51f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f5bb0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f5d40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f6e10	\Program Files (x86)\Microsoft Office\root\Office16\PROOF\3082\MSGR8ES.DLL
0x8c88b49f78c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f8080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f8ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49f95a0	\Windows\System32\ci.dll
0x8c88b49fa200	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49fa570	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x8c88b49fa830	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49fbbe0	\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_10.0.16299.98_c1b9de98742315dd6328144518611d70ae588dde_00000000_16112db5\Report.wer.tmp
0x8c88b49fd310	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b49ff6b0	\$Directory
0x8c88b49ff8d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a02ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a03d60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a03ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a05080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a05500	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a05860	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a05cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a08d80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a09640	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a09bc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88b4a09d50	\Windows\System32\ngcsvc.dll
0x8c88b4a0c890	\$Directory
0x8c88b4a0cac0	\AsyncConnectHlp
0x8c88b4a0fd60	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Cortana_1.9.6.16299_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3445421715-2530590580-3149308974-1116.pckgdep
0x8c88b4a0fef0	\Windows\System32\dsrole.dll
0x8c88b4a10c00	\Windows\System32\drivers\dmvsc.sys
0x8c88b4a15290	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.547_none_5d7b0e43a7dc5cfb
